id,3101021@社會學（一）@1@1,3101023@經濟學（一）@1@1,3101033@社會福利概論（一）@1@1,3101035@社會工作概論@1@1,3101054@心理學@1@1,3101888@學系服務學習@1@1,3101022@社會學（二）@2@1,3101024@經濟學（二）@2@1,3101034@社會福利概論（二）@2@1,3101888@學系服務學習@2@1,3102145@社區工作@2@1,3102152@社會工作管理@2@1,3103031@社會福利資料分析@2@1,3103035@社會福利行政@2@1,3102010@人類行為與社會環境@1@1,3102017@社會統計（一）@1@1,3102023@政治學（一）@1@1,3102135@法學緒論@1@1,3102157@高齡社會：機會與挑戰@1@1,3102162@社會團體工作@1@1,3103016@社會福利財政@1@1,3101013@人口學@2@1,3101051@社會心理學@2@1,3102016@社會問題@2@1,3102018@社會統計（二）@2@1,3102024@政治學（二）@2@1,3102053@社會個案工作@2@1,3102163@行政法@2@1,3102164@精神與智能障礙者的社區照顧@2@1,3103093@社會保險財務@2@1,3103096@倡議, 社會運動與社會政策@2@1,3102145@社區工作@1@1,3103014@社會研究法（一）@1@1,3103069@方案設計與評估@1@1,3103094@長期照護服務的需求與供給@1@1,3103097@非營利組織管理@1@1,3101035@社會工作概論@2@1,3103018@社會研究法（二）@2@1,3103042@社會不均@2@1,3103066@家庭政策@2@1,3103075@社會福利區位分析@2@1,3104058@福利國家發展@2@1
403310023,77,82,71,70,84,85,79,79,60,NaN,NaN,-1,NaN,-1,72,75,76,78,NaN,60,74,88,65,81,-1,74,NaN,42,-1,NaN,NaN,NaN,69,69,NaN,87,NaN,-1,-1,NaN,NaN,NaN
403310024,78,85,78,86,68,NaN,84,86,67,80,NaN,74,NaN,-1,82,78,76,76,75,80,78,NaN,66,84,66,75,76,NaN,-1,88,NaN,NaN,85,85,NaN,89,NaN,-1,-1,NaN,NaN,NaN
403310025,74,87,72,NaN,89,85,78,82,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403310026,76,83,74,80,86,NaN,79,71,63,80,NaN,70,NaN,-1,81,87,83,84,80,80,81,NaN,90,79,68,81,79,68,NaN,-1,NaN,84,82,85,NaN,93,NaN,-1,-1,NaN,NaN,NaN
403310027,80,90,79,74,84,85,83,74,78,NaN,NaN,76,NaN,-1,80,85,88,75,NaN,81,84,84,80,86,77,89,78,NaN,NaN,NaN,85,91,86,84,NaN,87,NaN,-1,-1,-1,NaN,-1
403310028,80,98,75,77,87,NaN,88,79,74,80,85,79,NaN,95,87,87,83,84,94,83,83,90,92,84,88,87,-1,NaN,NaN,NaN,NaN,NaN,80,84,NaN,86,NaN,-1,-1,NaN,NaN,NaN
403310029,88,98,91,85,92,85,95,94,86,NaN,NaN,NaN,NaN,-1,NaN,88,95,83,86,83,97,NaN,96,80,92,88,NaN,NaN,82,94,NaN,NaN,91,86,97,94,NaN,-1,-1,NaN,-1,NaN
403310030,75,84,75,73,79,NaN,76,67,61,80,NaN,69,NaN,NaN,80,74,NaN,72,NaN,NaN,75,NaN,NaN,80,76,-1,NaN,NaN,NaN,NaN,NaN,NaN,73,84,NaN,84,NaN,-1,-1,NaN,-1,NaN
403310031,66,73,73,79,60,85,77,71,60,NaN,NaN,-1,NaN,-1,NaN,81,66,77,NaN,NaN,75,NaN,-1,81,NaN,60,NaN,NaN,77,NaN,NaN,78,73,68,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310032,85,72,68,NaN,75,NaN,76,80,64,80,NaN,84,NaN,-1,NaN,95,NaN,79,NaN,82,76,NaN,97,87,98,-1,NaN,80,-1,NaN,NaN,86,79,86,NaN,85,-1,-1,-1,NaN,-1,NaN
403310033,92,99,84,85,88,85,94,88,72,NaN,NaN,81,NaN,NaN,NaN,83,91,88,75,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403310034,84,84,84,NaN,92,NaN,83,87,73,80,NaN,70,NaN,90,77,77,75,79,74,83,84,89,60,77,60,60,-1,NaN,-1,NaN,NaN,83,78,81,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN
403310035,91,80,81,75,97,85,79,73,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403310036,81,83,85,81,78,NaN,77,95,63,80,NaN,52,NaN,-1,NaN,77,89,88,69,86,82,NaN,60,84,63,76,NaN,68,NaN,-1,NaN,82,77,87,NaN,91,NaN,-1,-1,NaN,NaN,NaN
403310037,77,69,71,80,88,85,76,75,60,NaN,NaN,76,NaN,-1,78,81,77,80,77,80,78,NaN,80,86,84,77,NaN,72,NaN,-1,NaN,85,82,86,NaN,NaN,NaN,-1,-1,NaN,-1,NaN
403310038,89,89,82,73,85,NaN,91,87,66,80,NaN,74,NaN,87,79,82,64,81,78,72,71,89,83,79,71,78,-1,NaN,83,NaN,NaN,NaN,69,84,NaN,84,NaN,-1,-1,NaN,-1,NaN
403310039,71,94,74,82,90,85,86,76,68,NaN,NaN,86,NaN,-1,82,88,87,87,88,80,86,90,90,82,85,83,86,82,NaN,-1,NaN,85,84,84,NaN,86,NaN,-1,-1,NaN,NaN,NaN
403310040,85,97,82,86,96,NaN,87,89,76,80,NaN,79,NaN,-1,70,85,77,84,NaN,74,82,NaN,80,88,70,73,-1,NaN,78,NaN,NaN,87,72,86,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310041,82,84,80,85,92,85,87,86,72,NaN,NaN,72,NaN,-1,78,88,85,83,NaN,75,81,NaN,85,89,83,78,-1,NaN,81,NaN,NaN,87,75,85,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310042,78,75,78,NaN,83,NaN,79,77,70,80,NaN,-1,NaN,-1,76,75,54,80,67,73,68,NaN,77,79,57,63,NaN,64,83,NaN,NaN,82,62,84,NaN,NaN,NaN,-1,-1,NaN,NaN,-1
403310043,81,86,75,NaN,88,85,80,75,62,NaN,NaN,78,NaN,-1,63,71,69,84,NaN,76,80,NaN,67,80,69,74,-1,57,-1,NaN,NaN,NaN,87,83,NaN,84,-1,-1,-1,NaN,-1,NaN
403310044,75,74,66,85,87,NaN,62,79,70,80,NaN,82,NaN,-1,77,84,75,85,85,73,87,82,92,85,71,81,85,70,NaN,NaN,NaN,83,72,82,80,84,NaN,-1,-1,-1,-1,NaN
403310045,77,78,72,73,85,85,77,80,74,NaN,NaN,71,NaN,-1,76,86,81,80,NaN,73,87,NaN,82,82,84,81,NaN,74,80,NaN,NaN,87,81,82,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310047,75,88,83,81,80,85,87,83,73,NaN,NaN,-1,NaN,-1,73,79,86,81,69,72,79,NaN,66,83,75,75,73,73,NaN,84,NaN,NaN,84,84,NaN,NaN,NaN,-1,-1,NaN,NaN,NaN
403310048,78,78,71,77,NaN,NaN,80,80,62,80,NaN,79,NaN,81,81,71,60,81,74,71,79,89,83,79,69,82,-1,NaN,83,NaN,NaN,NaN,77,82,NaN,89,NaN,-1,-1,NaN,-1,NaN
403310049,76,89,76,NaN,NaN,85,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403310050,84,81,75,74,93,NaN,83,83,67,80,NaN,66,NaN,-1,84,88,81,78,76,87,86,NaN,87,79,88,88,-1,70,77,NaN,NaN,85,80,84,NaN,84,NaN,-1,-1,NaN,-1,NaN
403310051,80,80,76,74,87,85,90,83,67,NaN,NaN,71,NaN,-1,76,87,69,77,77,83,78,82,-1,79,-1,64,-1,50,NaN,NaN,NaN,NaN,77,85,NaN,79,NaN,-1,-1,NaN,NaN,NaN
403310046,64,69,57,50,NaN,86,60,60,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
